"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"t3l3machus/pentest-pivoting","A compact guide to network pivoting for penetration testings / CTF challenges.","https://github.com/t3l3machus/pentest-pivoting",,"201","43","2022-02-12T12:38:31Z","2025-05-06T20:23:28Z"
"haad/proxychains","proxychains - a tool that forces any TCP connection made by any given application to follow through proxy like TOR or any other SOCKS4, SOCKS5 or HTTP(S) proxy.  Supported auth-types: ""user/pass"" for SOCKS4/5, ""basic"" for HTTP.","https://github.com/haad/proxychains","C","7204","652","2011-02-25T12:27:05Z","2025-05-18T04:37:06Z"
"aancw/spose","Squid Pivoting Open Port Scanner","https://github.com/aancw/spose","Python","73","14","2018-12-23T14:21:18Z","2025-05-16T15:23:12Z"
"shiblisec/Kyubi","A tool to discover and exploit Nginx alias traversal misconfiguration, the tool can bruteforce the URL path recursively to find out hidden files and directories.","https://github.com/shiblisec/Kyubi","Python","125","19","2019-10-04T09:30:56Z","2025-05-12T09:24:49Z"
"AgainstTheWest/NginxDay","Nginx 18.1 04/09/22 zero-day repo","https://github.com/AgainstTheWest/NginxDay",,"372","31","2022-04-09T18:09:57Z","2025-03-08T06:46:00Z"
"stark0de/nginxpwner","Nginxpwner is a simple tool to look for common Nginx misconfigurations and vulnerabilities.","https://github.com/stark0de/nginxpwner","Python","1540","149","2021-04-06T15:29:33Z","2025-05-17T10:46:59Z"
"GTFOArgs/GTFOArgs.github.io","GTFOArgs is a curated list of programs and their associated arguments that can be exploited to gain privileged access or execute arbitrary commands, using argument injection.","https://github.com/GTFOArgs/GTFOArgs.github.io","HTML","126","6","2023-02-28T17:01:38Z","2025-04-28T01:33:43Z"
"six2dez/pentest-book",,"https://github.com/six2dez/pentest-book",,"1701","593","2020-05-12T05:49:26Z","2025-05-15T08:38:09Z"
"SlimKQL/Hunting-Queries-Detection-Rules","KQL Queries. Microsoft Defender, Microsoft Sentinel","https://github.com/SlimKQL/Hunting-Queries-Detection-Rules","HTML","617","102","2024-08-02T06:30:38Z","2025-05-18T06:09:58Z"
"center-for-threat-informed-defense/security-stack-mappings","­ƒÜ¿ATTENTION­ƒÜ¿ The Security Stack Mappings have migrated to the CenterÔÇÖs Mappings Explorer project. See README below. This repository is kept here as an archive.","https://github.com/center-for-threat-informed-defense/security-stack-mappings","Python","386","61","2020-11-18T18:48:46Z","2025-04-28T10:20:25Z"
"anvilogic-forge/armory","Anvilogic Forge","https://github.com/anvilogic-forge/armory",,"103","6","2024-02-05T16:37:02Z","2025-05-09T14:06:57Z"
"panther-labs/panther-analysis","Built-in Panther detection rules and policies","https://github.com/panther-labs/panther-analysis","Python","384","183","2019-10-17T18:47:09Z","2025-05-17T23:45:14Z"
"ExabeamLabs/Content-Library-CIM2",,"https://github.com/ExabeamLabs/Content-Library-CIM2",,"22","4","2022-08-31T16:47:55Z","2025-05-14T12:13:57Z"
"chronicle/detection-rules","Collection of example YARA-L rules for use within Google Security Operations","https://github.com/chronicle/detection-rules","Python","397","93","2021-01-19T21:30:23Z","2025-05-17T01:00:13Z"
"infosecB/awesome-detection-engineering","Detection Engineering is a tactical function of a cybersecurity defense program that involves the design, implementation, and operation of detective controls with the goal of proactively identifying malicious or unauthorized activity before it negatively impacts an individual or an organization.","https://github.com/infosecB/awesome-detection-engineering",,"972","86","2020-09-26T00:24:21Z","2025-05-18T02:28:46Z"
"olafhartong/DefenderHarvester","Expose a lot of MDE telemetry that is not easily accessible in any searchable form","https://github.com/olafhartong/DefenderHarvester","Go","106","7","2023-10-11T06:48:16Z","2025-05-02T16:46:42Z"
"objective-see/DumpBTM","And open-source version of % sfltool dumpbtm","https://github.com/objective-see/DumpBTM","Objective-C","129","4","2023-01-18T18:08:23Z","2025-04-17T03:54:27Z"
"Immersive-Labs-Sec/CentOS-WebPanel","Proof of concepts scripts for vulnerabilities in CentOS Web Panel","https://github.com/Immersive-Labs-Sec/CentOS-WebPanel","Python","4","3","2022-01-27T21:45:11Z","2025-03-05T10:21:55Z"
"BeichenDream/Godzilla","ÕôÑµû»µïë","https://github.com/BeichenDream/Godzilla",,"4124","549","2020-08-17T17:27:56Z","2025-05-15T10:48:58Z"
"gobysec/Goby","Attack surface mapping","https://github.com/gobysec/Goby",,"1457","152","2019-06-03T07:56:11Z","2025-05-15T10:39:30Z"
"Ferdibrgl/HTB-certifiedCBBH","# HTB-certified-bug-bounty-hunter-exam-cheetsheet All cheetsheets with main information about CBBH role path in one place.","https://github.com/Ferdibrgl/HTB-certifiedCBBH",,"24","3","2024-02-25T17:53:52Z","2025-03-01T10:38:33Z"
"netbox-community/netbox","The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free: https://netboxlabs.com/free-netbox-cloud/","https://github.com/netbox-community/netbox","Python","17660","2717","2016-02-29T14:15:46Z","2025-05-18T12:08:43Z"
"TactiKoolSec/OTHF","Open Threat Hunting Framework","https://github.com/TactiKoolSec/OTHF","PowerShell","116","18","2022-05-19T18:08:22Z","2025-04-29T14:20:33Z"
"ytisf/theZoo","A repository of LIVE malwares for your own joy and pleasure. theZoo is a project created to make the possibility of malware analysis open and available to the public.","https://github.com/ytisf/theZoo","Python","11841","2599","2014-01-09T18:55:35Z","2025-05-17T16:13:44Z"
"GoogleCloudPlatform/security-analytics","Community Security Analytics provides a set of community-driven audit & threat queries for Google Cloud","https://github.com/GoogleCloudPlatform/security-analytics","Python","341","70","2022-01-11T21:47:07Z","2025-05-14T12:18:07Z"
"hvandenb/splunk-elasticsearch","A search command for Splunk which will allow you to search Elastic Search and display the results in the Splunk GUI","https://github.com/hvandenb/splunk-elasticsearch","Python","69","36","2015-02-05T03:04:34Z","2025-04-09T11:24:44Z"
"brunotm/elasticsplunk","A Search command to explore Elasticsearch data within Splunk.","https://github.com/brunotm/elasticsplunk","Python","40","25","2017-02-14T00:33:22Z","2025-03-25T14:04:52Z"
"thephoton/activedirectory-delegation-searcher","Searches for commonly delegated permissions in an active directory domain","https://github.com/thephoton/activedirectory-delegation-searcher","PowerShell","11","0","2016-10-21T10:33:01Z","2025-02-20T05:33:36Z"
"HuskyHacks/cazadora","Simple hunting script for suspicious M365 OAuth Apps","https://github.com/HuskyHacks/cazadora","Python","280","29","2025-02-03T14:33:45Z","2025-05-06T18:42:20Z"
"NSAPlayset/TWILIGHTVEGETABLE","Airprobe for frequency hopping GSM channels","https://github.com/NSAPlayset/TWILIGHTVEGETABLE",,"28","9","2014-08-08T19:47:00Z","2025-02-11T05:45:30Z"
"NSAPlayset/CHUCKWAGON",,"https://github.com/NSAPlayset/CHUCKWAGON","C","14","4","2014-07-24T18:08:17Z","2025-02-11T05:45:27Z"
"NSAPlayset/SAVIORBURST","SAVIORBURST","https://github.com/NSAPlayset/SAVIORBURST","Eagle","21","7","2015-08-06T21:24:35Z","2025-02-11T05:45:22Z"
"NSAPlayset/SLOTSCREAMER",,"https://github.com/NSAPlayset/SLOTSCREAMER","Python","80","12","2014-07-24T18:09:08Z","2025-02-11T05:45:11Z"
"al1ce23/NSA-Playset","Mirror of the NSA Playset Project","https://github.com/al1ce23/NSA-Playset","HTML","40","9","2018-02-02T18:28:05Z","2025-05-13T23:00:14Z"
"fireeye/BitsParser",,"https://github.com/fireeye/BitsParser","Python","148","35","2021-03-30T17:52:24Z","2025-05-16T23:18:47Z"
"M00NLIG7/ChopChopGo","Rapidly Search and Hunt through Linux Forensics Artifacts","https://github.com/M00NLIG7/ChopChopGo","Go","190","13","2023-03-02T18:31:18Z","2025-05-14T06:28:11Z"
"Velocidex/eql2vql","Transform EQL detection rules to VQL artifacts","https://github.com/Velocidex/eql2vql","Python","11","4","2021-09-23T01:38:01Z","2025-01-28T04:05:38Z"
"Arrexel/phpbash","A semi-interactive PHP shell compressed into a single file.","https://github.com/Arrexel/phpbash","PHP","945","196","2017-11-28T02:48:14Z","2025-05-08T02:35:01Z"
"fr0gger/jupyter-collection","Collection of Jupyter Notebooks by @fr0gger_","https://github.com/fr0gger/jupyter-collection","HTML","160","35","2022-03-25T06:46:27Z","2025-05-17T16:24:25Z"
"Bashfuscator/Bashfuscator","A fully configurable and extendable Bash obfuscation framework. This tool is intended to help both red team and blue team.","https://github.com/Bashfuscator/Bashfuscator","Python","1761","186","2018-08-03T21:25:22Z","2025-05-16T09:42:04Z"
"the-xentropy/samlists","Free, libre, effective, and data-driven wordlists for all!","https://github.com/the-xentropy/samlists",,"602","87","2021-08-30T18:10:47Z","2025-05-17T16:23:08Z"
"Bo0oM/fuzz.txt","Potentially dangerous files","https://github.com/Bo0oM/fuzz.txt",,"3146","516","2016-01-19T13:35:44Z","2025-05-17T20:46:15Z"
"glitchedgitz/cook","A wordlist framework to fullfill your kinks with your wordlists. For security researchers, bug bounty and hackers. ","https://github.com/glitchedgitz/cook","Go","1199","124","2020-11-10T14:42:07Z","2025-05-18T02:05:52Z"
"Velocidex/velociraptor-sigma-rules","A Compiler from Sigma rules to VQL","https://github.com/Velocidex/velociraptor-sigma-rules","Go","11","4","2020-11-18T11:56:25Z","2025-05-17T02:06:55Z"
"caido/caido","­ƒÜÇ Caido releases, wiki and roadmap","https://github.com/caido/caido",,"1552","76","2021-10-22T15:13:22Z","2025-05-16T15:46:36Z"
"ghostlulzhacks/waybackSqliScanner",,"https://github.com/ghostlulzhacks/waybackSqliScanner","Python","195","63","2019-05-26T19:29:42Z","2025-04-11T16:16:40Z"
"hahwul/dalfox","­ƒîÖ­ƒªè Dalfox is a powerful open-source XSS scanner and utility focused on automation.","https://github.com/hahwul/dalfox","Go","4268","467","2020-04-12T07:04:10Z","2025-05-18T07:33:34Z"
"s0md3v/Arjun","HTTP parameter discovery suite.","https://github.com/s0md3v/Arjun","Python","5629","816","2018-03-01T13:44:06Z","2025-05-17T16:52:59Z"
"devanshbatham/ParamSpider"," Mining URLs from dark corners of Web Archives for bug hunting/fuzzing/further probing ","https://github.com/devanshbatham/ParamSpider","Python","2723","441","2020-04-12T10:49:22Z","2025-05-16T20:05:33Z"
"hakluke/hakrawler","Simple, fast web crawler designed for easy, quick discovery of endpoints and assets within a web application","https://github.com/hakluke/hakrawler","Go","4708","517","2019-12-15T13:54:43Z","2025-05-18T07:58:00Z"
"sehno/Bug-bounty","Ressources for bug bounty hunting","https://github.com/sehno/Bug-bounty",,"1822","594","2020-01-22T18:08:32Z","2025-05-18T02:05:20Z"
"joeavanzato/Trawler","PowerShell script helping Incident Responders discover potential adversary persistence mechanisms.","https://github.com/joeavanzato/Trawler","PowerShell","316","35","2023-04-15T01:10:04Z","2025-05-01T23:19:25Z"
"hfiref0x/TDL","Driver loader for bypassing Windows x64 Driver Signature Enforcement","https://github.com/hfiref0x/TDL","C","1119","337","2016-02-04T04:43:19Z","2025-05-15T02:38:20Z"
"hfiref0x/DSEFix","Windows x64 Driver Signature Enforcement Overrider","https://github.com/hfiref0x/DSEFix","C","751","252","2015-03-10T10:55:30Z","2025-05-10T15:19:09Z"
"hfiref0x/Stryker","Multi-purpose proof-of-concept tool based on CPU-Z CVE-2017-15303","https://github.com/hfiref0x/Stryker","C","109","58","2018-02-22T05:31:13Z","2025-03-08T13:59:41Z"
"stamparm/identYwaf","Blind WAF identification tool","https://github.com/stamparm/identYwaf","Python","676","126","2019-01-10T11:27:58Z","2025-05-18T02:10:31Z"
"owasp-modsecurity/ModSecurity","ModSecurity is an open source, cross platform web application firewall (WAF) engine for Apache, IIS and Nginx. It has a robust event-based programming language which provides protection from a range of attacks against web applications and allows for HTTP traffic monitoring, logging and real-time analysis.","https://github.com/owasp-modsecurity/ModSecurity","C++","8833","1655","2011-02-02T14:57:01Z","2025-05-17T19:15:13Z"
"projectdiscovery/dnsx","dnsx is a fast and multi-purpose DNS toolkit allow to run multiple DNS queries of your choice with a list of user-supplied resolvers.","https://github.com/projectdiscovery/dnsx","Go","2348","253","2020-11-12T18:20:20Z","2025-05-18T06:32:38Z"
"maK-/parameth","This tool can be used to brute discover GET and POST parameters","https://github.com/maK-/parameth","Python","1371","192","2016-09-11T22:52:02Z","2025-05-18T02:43:17Z"
"GerbenJavado/LinkFinder","A python script that finds endpoints in JavaScript files","https://github.com/GerbenJavado/LinkFinder","Python","3951","624","2017-06-09T11:50:56Z","2025-05-17T19:30:17Z"
"zseano/InputScanner",,"https://github.com/zseano/InputScanner","PHP","243","72","2017-07-20T14:44:24Z","2025-05-07T19:05:59Z"
"pentester-io/commonspeak","Content discovery wordlists generated using BigQuery","https://github.com/pentester-io/commonspeak","Shell","569","73","2017-12-03T20:05:29Z","2025-05-10T08:03:15Z"
"tomnomnom/anew","A tool for adding new lines to files, skipping duplicates","https://github.com/tomnomnom/anew","Go","1519","170","2019-04-02T11:01:43Z","2025-05-16T16:48:08Z"
"projectdiscovery/httpx","httpx is a fast and multi-purpose HTTP toolkit that allows running multiple probes using the retryablehttp library.","https://github.com/projectdiscovery/httpx","Go","8494","910","2020-05-28T22:51:24Z","2025-05-18T10:03:56Z"
"xnl-h4ck3r/waymore","Find way more from the Wayback Machine, Common Crawl, Alien Vault OTX, URLScan, VirusTotal & Intelligence X!","https://github.com/xnl-h4ck3r/waymore","Python","2050","226","2022-06-24T20:24:13Z","2025-05-17T16:25:03Z"
"v8blink/Chromium-based-XSS-Taint-Tracking","Cyclops µÿ»õ©Çµ¼¥ÕàÀµ£ë XSS µúÇµÁïÕèƒÞâ¢þÜäµÁÅÞºêÕÖ¿","https://github.com/v8blink/Chromium-based-XSS-Taint-Tracking",,"120","9","2022-04-30T01:01:32Z","2025-05-15T10:43:58Z"
"DanMcInerney/xsscrapy","XSS spider - 66/66 wavsep XSS detected","https://github.com/DanMcInerney/xsscrapy","Python","1701","446","2014-06-23T11:20:23Z","2025-05-18T10:23:04Z"
"shawarkhanethicalhacker/BruteXSS-1","BruteXSS - Cross-Site Scripting Bruteforcer","https://github.com/shawarkhanethicalhacker/BruteXSS-1","Python","65","33","2018-07-25T22:20:43Z","2025-03-10T11:09:57Z"
"cure53/DOMPurify","DOMPurify - a DOM-only, super-fast, uber-tolerant XSS sanitizer for HTML, MathML and SVG. DOMPurify works with a secure default, but offers a lot of configurability and hooks. Demo:","https://github.com/cure53/DOMPurify","JavaScript","15171","780","2014-02-17T21:48:14Z","2025-05-18T11:19:26Z"
"payloadbox/sql-injection-payload-list","­ƒÄ» SQL Injection Payload List","https://github.com/payloadbox/sql-injection-payload-list",,"5463","1270","2019-10-30T05:03:57Z","2025-05-18T08:09:59Z"
"payloadbox/csv-injection-payloads","­ƒÄ» CSV Injection Payloads","https://github.com/payloadbox/csv-injection-payloads",,"217","83","2020-06-27T08:51:26Z","2025-05-12T07:52:37Z"
"payloadbox/ssti-payloads","­ƒÄ» Server Side Template Injection Payloads","https://github.com/payloadbox/ssti-payloads",,"652","140","2020-06-27T08:43:13Z","2025-05-15T11:46:31Z"
"payloadbox/command-injection-payload-list","­ƒÄ» Command Injection Payload List","https://github.com/payloadbox/command-injection-payload-list",,"3291","695","2018-11-03T18:35:08Z","2025-05-18T07:43:29Z"
"payloadbox/rfi-lfi-payload-list","­ƒÄ» RFI/LFI Payload List","https://github.com/payloadbox/rfi-lfi-payload-list",,"590","197","2019-11-04T03:39:49Z","2025-05-18T08:09:59Z"
"payloadbox/directory-payload-list","­ƒÄ» Directory Payload List","https://github.com/payloadbox/directory-payload-list",,"171","77","2020-02-24T03:30:14Z","2025-05-12T07:51:06Z"
"payloadbox/open-redirect-payload-list","­ƒÄ» Open Redirect Payload List","https://github.com/payloadbox/open-redirect-payload-list",,"589","204","2019-08-15T15:29:55Z","2025-05-16T22:45:42Z"
"rajeshmajumdar/BruteXSS","BruteXSS is a tool written in python simply to find XSS vulnerabilities in web application. This tool was originally developed by Shawar Khan in CLI. I just redesigned it and made it GUI for more convienience.","https://github.com/rajeshmajumdar/BruteXSS","Python","533","114","2017-02-26T19:40:34Z","2025-05-18T08:09:54Z"
"digininja/DVWA","Damn Vulnerable Web Application (DVWA)","https://github.com/digininja/DVWA","PHP","11201","3983","2013-05-01T13:03:10Z","2025-05-18T06:35:35Z"
"WebGoat/WebGoat","WebGoat is a deliberately insecure application","https://github.com/WebGoat/WebGoat","JavaScript","7484","6695","2015-03-06T14:02:02Z","2025-05-17T16:14:31Z"
"scrapy/scrapy","Scrapy, a fast high-level web crawling & scraping framework for Python.","https://github.com/scrapy/scrapy","Python","55224","10803","2010-02-22T02:01:14Z","2025-05-18T11:55:11Z"
