repo_full_name,repo_url,description,stars,list_name
jwardsmith/Penetration-Testing,https://github.com/jwardsmith/Penetration-Testing,"This cheatsheet contains techniques, commands, and tools commonly used during penetration tests. It covers various stages of penetration testing, including enumeration, exploitation, lateral movement, privilege escalation, and post-exploitation.",5,Cheat Sheets/Resources
MicrosoftDocs/windows-itpro-docs,https://github.com/MicrosoftDocs/windows-itpro-docs,This repository is used for Windows client for IT Pro content on Microsoft Learn.,1594,Cheat Sheets/Resources
Purp1eW0lf/Blue-Team-Notes,https://github.com/Purp1eW0lf/Blue-Team-Notes,"You didn't think I'd go and leave the blue team out, right? ",1660,Cheat Sheets/Resources
Hackplayers/hackthebox-writeups,https://github.com/Hackplayers/hackthebox-writeups,Writeups for HacktheBox 'boot2root' machines,1957,Cheat Sheets/Resources
juliocesarfort/public-pentesting-reports,https://github.com/juliocesarfort/public-pentesting-reports,A list of public penetration test reports published by several consulting firms and academic security groups.,8841,Cheat Sheets/Resources
nahamsec/Resources-for-Beginner-Bug-Bounty-Hunters,https://github.com/nahamsec/Resources-for-Beginner-Bug-Bounty-Hunters,A list of resources for those interested in getting started in bug bounties,11255,Cheat Sheets/Resources
Mr-Un1k0d3r/EDRs,https://github.com/Mr-Un1k0d3r/EDRs,,2098,Cheat Sheets/Resources
mdecrevoisier/Microsoft-eventlog-mindmap,https://github.com/mdecrevoisier/Microsoft-eventlog-mindmap,"Set of Mindmaps providing a detailed overview of the different #Microsoft auditing capacities for Windows, Exchange, Azure,...",1075,Cheat Sheets/Resources
TonyPhipps/SIEM,https://github.com/TonyPhipps/SIEM,"SIEM Tactics, Techiques, and Procedures",627,Cheat Sheets/Resources
stuhli/awesome-event-ids,https://github.com/stuhli/awesome-event-ids,Collection of Event ID ressources useful for Digital Forensics and Incident Response,614,Cheat Sheets/Resources
sbousseaden/EVTX-ATTACK-SAMPLES,https://github.com/sbousseaden/EVTX-ATTACK-SAMPLES,Windows Events Attack Samples,2361,Cheat Sheets/Resources
mdecrevoisier/EVTX-to-MITRE-Attack,https://github.com/mdecrevoisier/EVTX-to-MITRE-Attack,Set of EVTX samples (>270) mapped to MITRE ATT&CK tactic and techniques to measure your SIEM coverage or developed new use cases.,570,Cheat Sheets/Resources
ocsf/ocsf-schema,https://github.com/ocsf/ocsf-schema,OCSF Schema,682,Cheat Sheets/Resources
HuskyHacks/PMAT-labs,https://github.com/HuskyHacks/PMAT-labs,Labs for Practical Malware Analysis & Triage,972,Cheat Sheets/Resources
p0dalirius/Awesome-RCE-techniques,https://github.com/p0dalirius/Awesome-RCE-techniques,Awesome list of step by step techniques  to achieve Remote Code Execution on various apps!,1888,Cheat Sheets/Resources
guardsight/gsvsoc_cirt-playbook-battle-cards,https://github.com/guardsight/gsvsoc_cirt-playbook-battle-cards,Cyber Incident Response Team Playbook Battle Cards,376,Cheat Sheets/Resources
sans-blue-team/sec555-wiki,https://github.com/sans-blue-team/sec555-wiki,,77,Cheat Sheets/Resources
aptnotes/data,https://github.com/aptnotes/data,APTnotes data,1708,Cheat Sheets/Resources
fabacab/awesome-lockpicking,https://github.com/fabacab/awesome-lockpicking,":unlock::sunglasses: A curated list of awesome guides, tools, and other resources related to the security and compromise of locks, safes, and keys.",1598,Cheat Sheets/Resources
magoo/redteam-plan,https://github.com/magoo/redteam-plan,Issues to consider when planning a red team exercise.,619,Cheat Sheets/Resources
SecurityRiskAdvisors/RedTeamSIEM,https://github.com/SecurityRiskAdvisors/RedTeamSIEM,Repository of resources for configuring a Red Team SIEM using Elastic,100,Cheat Sheets/Resources
ztgrace/red_team_telemetry,https://github.com/ztgrace/red_team_telemetry,,98,Cheat Sheets/Resources
ashemery/exploitation-course,https://github.com/ashemery/exploitation-course,Offensive Software Exploitation Course,2369,Cheat Sheets/Resources
r0r0x-xx/Red-Team-OPS-Modern-Adversary,https://github.com/r0r0x-xx/Red-Team-OPS-Modern-Adversary,,45,Cheat Sheets/Resources
bigb0sss/RedTeam-OffensiveSecurity,https://github.com/bigb0sss/RedTeam-OffensiveSecurity,Tools & Interesting Things for RedTeam Ops,2193,Cheat Sheets/Resources
jwardsmith/Red-Team-Scripts,https://github.com/jwardsmith/Red-Team-Scripts,"Collection of red team scripts, resources & configs.",10,Cheat Sheets/Resources
shieldfy/API-Security-Checklist,https://github.com/shieldfy/API-Security-Checklist,"Checklist of the most important security countermeasures when designing, testing, and releasing your API",22831,Cheat Sheets/Resources
Cisco-Talos/clamav,https://github.com/Cisco-Talos/clamav,ClamAV - Documentation is here: https://docs.clamav.net,5078,Cheat Sheets/Resources
swannman/ircapabilities,https://github.com/swannman/ircapabilities,Incident Response Hierarchy of Needs,460,Cheat Sheets/Resources
rootsecdev/Azure-Red-Team,https://github.com/rootsecdev/Azure-Red-Team,Azure Security Resources and Notes,1550,Cheat Sheets/Resources
jwardsmith/Blue-Team-Scripts,https://github.com/jwardsmith/Blue-Team-Scripts,"Collection of blue team scripts, resources & configs.",5,Cheat Sheets/Resources
JohnHammond/security-resources,https://github.com/JohnHammond/security-resources,A communal outpouring of online resources for learning different things in cybersecurity,436,Cheat Sheets/Resources
hausec/Bloodhound-Custom-Queries,https://github.com/hausec/Bloodhound-Custom-Queries,Custom Query list for the Bloodhound GUI based off my cheatsheet,779,Cheat Sheets/Resources
aboutsecurity/blueteam_homelabs,https://github.com/aboutsecurity/blueteam_homelabs,Great List of Resources to Build an Enterprise Grade Home Lab,833,Cheat Sheets/Resources
vxunderground/VXUG-Papers,https://github.com/vxunderground/VXUG-Papers,Research code & papers from members of vx-underground.,1236,Cheat Sheets/Resources
carnal0wnage/ApplicationWhitelistBypassTechniques,https://github.com/carnal0wnage/ApplicationWhitelistBypassTechniques,A Catalog of Application Whitelisting Bypass Techniques,31,Cheat Sheets/Resources
Integration-IT/Active-Directory-Exploitation-Cheat-Sheet,https://github.com/Integration-IT/Active-Directory-Exploitation-Cheat-Sheet,A cheat sheet that contains common enumeration and attack methods for Windows Active Directory.,2582,Cheat Sheets/Resources
chryzsh/awesome-windows-security,https://github.com/chryzsh/awesome-windows-security,List of Awesome Windows Security Resources,298,Cheat Sheets/Resources
The-Art-of-Hacking/h4cker,https://github.com/The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), artificial intelligence security, vulnerability research, exploit development, reverse engineering, and more.",21023,Cheat Sheets/Resources
sduff/awesome-splunk,https://github.com/sduff/awesome-splunk,  A collection of awesome resources for Splunk,136,Cheat Sheets/Resources
Truvis/SplunkDashboards,https://github.com/Truvis/SplunkDashboards,Collection of Dashboards for Threat Hunting and more!,68,Cheat Sheets/Resources
S3cur3Th1sSh1t/OffensiveVBA,https://github.com/S3cur3Th1sSh1t/OffensiveVBA,This repo covers some code execution and AV Evasion methods for Macros in Office documents,1229,Cheat Sheets/Resources
HASecuritySolutions/Logstash,https://github.com/HASecuritySolutions/Logstash,Contains Logstash related content including tons of Logstash configurations,253,Cheat Sheets/Resources
3gstudent/Pentest-and-Development-Tips,https://github.com/3gstudent/Pentest-and-Development-Tips,A collection of pentest and development tips,1111,Cheat Sheets/Resources
CVEProject/cvelist,https://github.com/CVEProject/cvelist,Pilot program for CVE submission through GitHub. CVE Record Submission via Pilot PRs ending 6/30/2023,1466,Cheat Sheets/Resources
phantomcyber/playbooks,https://github.com/phantomcyber/playbooks,Phantom Community Playbooks,500,Cheat Sheets/Resources
MichaelKoczwara/Awesome-CobaltStrike-Defence,https://github.com/MichaelKoczwara/Awesome-CobaltStrike-Defence,Defences against Cobalt Strike,1283,Cheat Sheets/Resources
aleenzz/Cobalt_Strike_wiki,https://github.com/aleenzz/Cobalt_Strike_wiki,Cobalt Strike系列,2330,Cheat Sheets/Resources
blaCCkHatHacEEkr/PENTESTING-BIBLE,https://github.com/blaCCkHatHacEEkr/PENTESTING-BIBLE,articles,13156,Cheat Sheets/Resources
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",169471,Cheat Sheets/Resources
alphaSeclab/windows-security,https://github.com/alphaSeclab/windows-security,Resources About Windows Security. 1100+ Open Source Tools. 3300+ Blog Post and Videos.,490,Cheat Sheets/Resources
alphaSeclab/cobalt-strike,https://github.com/alphaSeclab/cobalt-strike,Resources About Cobalt Strike. 100+ Tools And 200+ Posts.,250,Cheat Sheets/Resources
jwardsmith/Active-Directory-Exploitation,https://github.com/jwardsmith/Active-Directory-Exploitation,"This cheatsheet contains Active Directory (AD) exploitation techniques, showcasing methods used to identify and abuse misconfigurations or weaknesses within AD environments.",39,Cheat Sheets/Resources
andrewjkerr/security-cheatsheets,https://github.com/andrewjkerr/security-cheatsheets,🔒 A collection of cheatsheets for various infosec tools and topics.,1317,Cheat Sheets/Resources
jwardsmith/jwardsmith,https://github.com/jwardsmith/jwardsmith,,1,Cheat Sheets/Resources
CyberSecurityUP/OSCE3-Complete-Guide,https://github.com/CyberSecurityUP/OSCE3-Complete-Guide,"OSWE, OSEP, OSED, OSEE",3162,Cheat Sheets/Resources
HarmJ0y/CheatSheets,https://github.com/HarmJ0y/CheatSheets,Cheat sheets for various projects.,1054,Cheat Sheets/Resources
api0cradle/UltimateAppLockerByPassList,https://github.com/api0cradle/UltimateAppLockerByPassList,The goal of this repository is to document the most common techniques to bypass AppLocker. ,1980,Cheat Sheets/Resources
api0cradle/LOLBAS,https://github.com/api0cradle/LOLBAS,Living Off The Land Binaries And Scripts - (LOLBins and LOLScripts),1604,Cheat Sheets/Resources
r0r0x-xx/OSED-Pre,https://github.com/r0r0x-xx/OSED-Pre,,183,Cheat Sheets/Resources
r0r0x-xx/OSEP-Pre,https://github.com/r0r0x-xx/OSEP-Pre,This repository contains previous material necessary to opt for the OSEP (Evasion Techniques and Breaching Defenses) certification,161,Cheat Sheets/Resources
CyberMonitor/APT_CyberCriminal_Campagin_Collections,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections,APT & CyberCriminal Campaign Collection,3885,Cheat Sheets/Resources
blackorbird/APT_REPORT,https://github.com/blackorbird/APT_REPORT,Interesting APT Report Collection And Some Special IOC,2557,Cheat Sheets/Resources
kbandla/APTnotes,https://github.com/kbandla/APTnotes,"Various public documents, whitepapers and articles about APT campaigns",3573,Cheat Sheets/Resources
cyber-research/APTMalware,https://github.com/cyber-research/APTMalware,"APT Malware Dataset Containing over 3,500 State-Sponsored Malware Samples",327,Cheat Sheets/Resources
HackTricks-wiki/hacktricks,https://github.com/HackTricks-wiki/hacktricks,"Welcome to the page where you will find each trick/technique/whatever I have learnt in CTFs, real life apps, and reading researches and news.",9848,Cheat Sheets/Resources
NetSPI/SQLInjectionWiki,https://github.com/NetSPI/SQLInjectionWiki,A wiki focusing on aggregating and documenting various SQL injection methods,779,Cheat Sheets/Resources
JohnHammond/ctf-katana,https://github.com/JohnHammond/ctf-katana,"This repository aims to hold suggestions (and hopefully/eventually code) for CTF challenges. The ""project"" is nicknamed Katana.",2723,Cheat Sheets/Resources
StrangerealIntel/CyberThreatIntel,https://github.com/StrangerealIntel/CyberThreatIntel,Analysis of malware and Cyber Threat Intel of APT and cybercriminals groups,705,Cheat Sheets/Resources
PaulSec/awesome-windows-domain-hardening,https://github.com/PaulSec/awesome-windows-domain-hardening,A curated list of awesome Security Hardening techniques for Windows.,1772,Cheat Sheets/Resources
p0w3rsh3ll/SEC505,https://github.com/p0w3rsh3ll/SEC505,,49,Cheat Sheets/Resources
Hacker0x01/docs.hackerone.com,https://github.com/Hacker0x01/docs.hackerone.com,HackerOne Platform Documentation,309,Cheat Sheets/Resources
mubix/repos,https://github.com/mubix/repos,List of Repositories,98,Cheat Sheets/Resources
mubix/post-exploitation-wiki,https://github.com/mubix/post-exploitation-wiki,Post Exploitation Wiki,520,Cheat Sheets/Resources
nickvourd/Windows-Local-Privilege-Escalation-Cookbook,https://github.com/nickvourd/Windows-Local-Privilege-Escalation-Cookbook,Windows Local Privilege Escalation Cookbook,1110,Cheat Sheets/Resources
tanc7/hacking-books,https://github.com/tanc7/hacking-books,,2034,Cheat Sheets/Resources
bugcrowd/vulnerability-rating-taxonomy,https://github.com/bugcrowd/vulnerability-rating-taxonomy,Bugcrowd’s baseline priority ratings for common security vulnerabilities,473,Cheat Sheets/Resources
bugcrowd/tipjar,https://github.com/bugcrowd/tipjar,,210,Cheat Sheets/Resources
zer0yu/Awesome-CobaltStrike,https://github.com/zer0yu/Awesome-CobaltStrike,List of Awesome CobaltStrike Resources,4155,Cheat Sheets/Resources
S1ckB0y1337/Cobalt-Strike-CheatSheet,https://github.com/S1ckB0y1337/Cobalt-Strike-CheatSheet,Some notes and examples for cobalt strike's functionality,1082,Cheat Sheets/Resources
